Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
MYDGF		7	7	3372	0.2%	No
C8ORF76		6	6	3181	0.2%	No
ZNF287		9	8	1679	0.5%	No
SMG9		14	14	3795	0.4%	No
SENP7		29	27	3990	0.7%	No
RAB2B		5	5	3372	0.1%	No
TMEM47		5	5	3437	0.1%	No
MEDAG		8	8	3558	0.2%	No
JPH3		3	3	1355	0.2%	No
SH2B2		7	6	3609	0.2%	No
PAICS		13	11	3475	0.3%	No
NXF2		4	4	2865	0.1%	No
CBX8		24	22	3372	0.7%	No
RCN3		3	3	2306	0.1%	No
PAIP1		1	1	1066	<0.1%	No
MXD4		9	9	3588	0.3%	No
LINC01101		1	1	237	0.4%	No
TBL3		21	21	3847	0.5%	No
ZNF286A		15	14	3825	0.4%	No
MASTL		21	21	3877	0.5%	No
USP16		11	11	3607	0.3%	No
PSMG4		1	1	1066	<0.1%	No
BROX		16	15	3688	0.4%	No
MEF2B		15	15	4630	0.3%	Yes
OTOS		1	1	1066	<0.1%	No
COPS9		4	4	3051	0.1%	No
ZNF519		14	12	3437	0.3%	No
EGLN3		1	1	216	0.5%	No
EGLN2		6	6	1198	0.5%	No
TMEM179		8	8	3267	0.2%	No
ERVV-2		2	2	276	0.7%	No
GTSF1L		1	1	1066	<0.1%	No
RTL1		52	46	4071	1.1%	No
COMMD1		4	4	3102	0.1%	No
TMEM201		12	11	3558	0.3%	No
OR6B3		5	5	2576	0.2%	No
CXORF38		7	7	1568	0.4%	No
ZBTB9		9	9	2865	0.3%	No
MDGA2		43	41	4076	1.0%	No
CLPSL2		4	4	2865	0.1%	No
BNIP5		11	11	3709	0.3%	No
SLC24A4		28	27	3679	0.7%	No
C18ORF54		5	5	3372	0.1%	No
TC2N		18	16	3588	0.4%	No
PROM2		16	15	3202	0.5%	No
FYB2		17	16	3418	0.5%	No
FAM217A		11	11	3588	0.3%	No
SAMD11		5	5	2045	0.2%	No
CDYL2		8	8	2930	0.3%	No
ZBTB12		10	10	3205	0.3%	No
GMEB1		20	20	3609	0.6%	No
FUT9		5	4	1589	0.3%	No
MB21D2		14	14	3928	0.4%	No
FAM71A		26	23	4176	0.6%	No
CCT6B		27	27	3688	0.7%	Yes
RRH		2	2	2048	<0.1%	No
CNPY3		14	14	3372	0.4%	No
CCT8		17	17	3588	0.5%	No
CORIN		28	28	3925	0.7%	No
GLYATL3		8	8	1468	0.5%	No
DEGS2		6	6	3146	0.2%	No
SLC25A29		2	2	216	0.9%	No
CREB3L4		14	14	3486	0.4%	No
NDUFAF6		4	2	1883	0.1%	No
C1ORF127		22	19	3305	0.6%	No
C6ORF136		6	6	3607	0.2%	No
OTUD1		4	4	2543	0.2%	No
PROCA1		4	4	1368	0.3%	No
TMEM199		5	5	1033	0.5%	No
B3GNT2		7	7	3372	0.2%	No
PPP4R2		19	17	4770	0.4%	Yes
DNAH17-AS1		1	1	60	1.7%	No
DCTN6		6	6	2865	0.2%	No
TMEM68		11	11	3202	0.3%	No
RRAGA		1	1	216	0.5%	No
TNFSF13B		6	6	3558	0.2%	No
GNA13		8	8	3146	0.3%	Yes
CSPG5		15	13	3985	0.3%	No
AVIL		20	20	3688	0.5%	No
ADIG		4	4	2865	0.1%	No
PDXDC2P		1	1	1066	<0.1%	No
ATOH7		2	2	60	3.3%	No
TMEM130		3	3	1489	0.2%	No
DHRS13		22	22	3488	0.6%	No
EBP		10	9	3588	0.3%	No
GNB5		9	9	3102	0.3%	No
DLL3		8	8	3378	0.2%	No
CLDN16		16	15	3351	0.4%	No
ASB10		10	10	3688	0.3%	No
KRTAP24-1		14	12	3718	0.3%	No
PNMA2		10	10	3372	0.3%	No
EPSTI1		10	10	3504	0.3%	No
FERD3L		21	21	3591	0.6%	No
FBXL22		1	1	237	0.4%	No
TP53INP1		3	3	1066	0.3%	No
RTP3		5	5	3051	0.2%	No
NUDT12		9	9	3081	0.3%	No
RASSF5		15	15	3774	0.4%	No
BCL2L12		9	9	3609	0.2%	No
SOX7		8	8	3288	0.2%	No
AKR1E2		3	3	442	0.7%	No
THAP2		5	4	2865	0.1%	No
FOXQ1		3	3	639	0.5%	No
EDNRA		14	14	3753	0.4%	No
H2AZ2		1	1	186	0.5%	No
EDN3		8	8	3885	0.2%	No
OPN4		19	18	3691	0.5%	No
TMEM30B		3	2	623	0.3%	No
EDN2		3	3	1726	0.2%	No
EDN1		12	12	3372	0.4%	No
S1PR3		17	16	3777	0.4%	No
FCSK		19	19	3774	0.5%	No
LPAR1		14	14	3928	0.4%	No
MLKL		9	8	3418	0.2%	No
S1PR1		6	6	2467	0.2%	No
LDHD		6	6	3318	0.2%	No
EDNRB		13	13	3925	0.3%	No
EEF1A2		11	11	3081	0.4%	No
EEF1A1		31	31	3710	0.8%	No
PHC2		26	24	4071	0.6%	No
PHC1		8	8	3795	0.2%	No
SYT6		21	18	3704	0.5%	No
AMER2		8	8	3267	0.2%	No
REM2		3	3	2048	0.1%	No
SAMD9L		43	39	4290	0.9%	No
EXOC3L1		9	9	3141	0.3%	No
CES4A		4	4	237	1.7%	No
TERB1		14	14	3588	0.4%	No
STEAP1B		4	4	2771	0.1%	No
EIF2D		14	13	3051	0.4%	No
EEF2		32	32	3946	0.8%	No
EEF1G		6	6	3102	0.2%	No
EEF1D		10	10	3553	0.3%	No
C2ORF15		4	4	1142	0.4%	No
EEF1B2		9	9	3653	0.2%	No
FITM1		6	6	3181	0.2%	No
ATAD3C		2	2	1303	0.2%	No
PPP1R14A		5	5	2627	0.2%	No
EFNA1		8	8	3318	0.2%	No
NAPSB		1	1	1066	<0.1%	No
EFNB3		7	7	2865	0.2%	No
EFNB2		8	8	3372	0.2%	No
FAM76A		3	3	2865	0.1%	No
EFNB1		5	5	3558	0.1%	No
EFNA5		7	7	3318	0.2%	No
EFNA4		3	3	1864	0.2%	No
EFNA3		11	11	3472	0.3%	No
MEGF8		77	72	4111	1.8%	No
MEGF6		23	22	4114	0.5%	No
CELSR2		52	41	4088	1.0%	No
CELSR3		61	57	4227	1.3%	No
EGF		23	23	3825	0.6%	No
NOMO2		18	18	3372	0.5%	No
EGR2		12	12	3609	0.3%	No
EGR1		10	10	3588	0.3%	Yes
EGFR		156	149	10339	1.4%	Yes
MEGF9		12	11	3318	0.3%	No
EIF2S1		11	11	3731	0.3%	No
EIF1AX		14	14	6800	0.2%	Yes
ALG14		4	4	2048	0.2%	No
EHHADH		18	18	3795	0.5%	No
EGR4		2	2	1282	0.2%	No
EGR3		18	18	4011	0.4%	No
HEPACAM		10	10	3825	0.3%	No
EPHA2		17	17	3990	0.4%	No
EIF2S3		12	12	3925	0.3%	No
EIF2B1		9	9	3372	0.3%	No
C1QTNF6		6	6	3488	0.2%	No
C1QTNF7		7	7	3372	0.2%	No
FBXO32		6	6	2792	0.2%	No
TMEM123		2	1	1066	<0.1%	No
ARFGEF3		43	43	3723	1.2%	No
ZNF496		20	18	3748	0.5%	No
SERTM1		3	3	2865	0.1%	No
C1QTNF4		3	3	1282	0.2%	No
RAX2		4	4	2865	0.1%	No
C1QTNF5		16	16	2865	0.6%	No
EIF4B		15	14	3874	0.4%	No
EIF4A2		68	64	6389	1.0%	Yes
EIF4A1		15	15	3707	0.4%	No
ERGIC1		9	8	3372	0.2%	No
PPP4R3B		32	31	4111	0.8%	No
IFITM10		7	7	2870	0.2%	No
NHSL1		27	26	3985	0.7%	No
HPDL		7	7	3372	0.2%	No
TRIM64B		13	13	2552	0.5%	No
EIF4EBP2		1	1	1066	<0.1%	No
EIF4EBP1		3	3	423	0.7%	No
EIF4E		4	4	3743	0.1%	Yes
CELA1		15	15	3661	0.4%	No
SNX14		15	12	3151	0.4%	No
ZNF630		16	16	3267	0.5%	No
NUDT14		6	6	3081	0.2%	No
LRTM2		11	11	3609	0.3%	No
ATP5MK		1	1	65	1.5%	No
EIF5		15	14	3616	0.4%	No
ADTRP		7	6	3372	0.2%	No
EIF4G2		15	15	4176	0.4%	No
EIF4G1		38	37	4011	0.9%	No
PGP		1	1	1066	<0.1%	No
BRICD5		7	7	3372	0.2%	No
HAP1		17	17	4030	0.4%	No
F2RL3		3	3	1883	0.2%	No
ARSI		6	6	3102	0.2%	No
MROH6		12	12	2959	0.4%	No
GOLGA8K		2	2	1324	0.2%	No
LRCH3		28	27	3795	0.7%	No
ELF2		10	10	3825	0.3%	No
PTPN5		21	20	3860	0.5%	No
ELF1		26	22	3825	0.6%	No
TMEM25		3	3	2865	0.1%	No
NPW		2	2	507	0.4%	No
ELAVL4		3	3	2865	0.1%	No
ODAD4		2	2	1282	0.2%	No
CBR4		1	1	216	0.5%	No
ELAVL3		17	17	3081	0.6%	No
HAVCR2		6	6	2501	0.2%	No
OR2A7		3	3	1985	0.2%	No
FER1L6		61	59	4292	1.4%	No
ELAVL1		17	17	3844	0.4%	No
ELAVL2		6	5	1403	0.4%	No
SERPINB1		11	11	3372	0.3%	No
CCDC142		17	17	3877	0.4%	No
ELANE		6	6	3588	0.2%	No
RIOX2		9	9	3472	0.3%	No
FAM170A		3	2	917	0.2%	No
ELF3		20	20	5220	0.4%	Yes
TAF1B		26	26	3839	0.7%	No
TAF1A		16	16	3378	0.5%	No
TAF1C		10	10	3588	0.3%	No
MPZL1		9	9	3437	0.3%	No
SLC25A14		11	11	3588	0.3%	No
STING1		8	8	3825	0.2%	No
ACSM4		15	14	3648	0.4%	No
ZNF503		10	10	2339	0.4%	No
ZBTB8A		8	8	3166	0.3%	No
TRIM52		9	8	3103	0.3%	No
RNF8		6	6	2285	0.3%	No
HIP1R		18	18	4171	0.4%	No
CH25H		3	3	2865	0.1%	No
BRSK2		16	16	3267	0.5%	No
CYP2U1		8	8	3332	0.2%	No
NAT8		7	7	2836	0.2%	No
RHBDL1		3	3	237	1.3%	No
TMEM215		3	3	1169	0.3%	No
ATP11AUN		8	8	3372	0.2%	No
HACD4		7	7	3472	0.2%	No
CLIC3		1	1	237	0.4%	No
SLC7A3		19	19	3791	0.5%	No
SPPL2A		7	7	3372	0.2%	No
ZDHHC12		9	6	3081	0.2%	No
C1ORF198		13	12	3437	0.3%	No
GPR101		26	26	3669	0.7%	No
RPUSD4		11	11	3378	0.3%	No
FKBP1C		1	1	982	0.1%	No
AIFM2		11	11	3558	0.3%	No
MFRP		14	13	2622	0.5%	No
TAAR8		3	3	2865	0.1%	No
SEMA5A		56	53	4179	1.3%	No
CCRL2		13	13	3051	0.4%	No
TAAR5		18	18	3712	0.5%	No
UBA3		4	4	3372	0.1%	No
MRFAP1L1		5	5	3609	0.1%	No
TM4SF5		1	1	237	0.4%	No
PKD2L1		21	21	4114	0.5%	No
CHST9		18	18	3372	0.5%	No
BAZ1B		47	39	3925	1.0%	No
ZBTB45		8	8	3025	0.3%	No
RILP		2	2	423	0.5%	No
RTBDN		3	3	1859	0.2%	No
FAM228A		4	4	2555	0.2%	No
UCK1		2	2	2048	<0.1%	No
COG3		20	20	4011	0.5%	No
MFSD2A		3	3	1185	0.3%	No
ZNF514		11	8	3318	0.2%	No
ADGRG7		21	21	3977	0.5%	No
ORAI1		3	3	2865	0.1%	No
DNAL1		12	12	3774	0.3%	No
PARP10		31	21	3925	0.5%	No
RSPO3		5	5	1442	0.3%	Yes
FAM110A		5	5	3372	0.1%	No
ZC3H10		10	10	3925	0.3%	No
NUF2		18	18	4084	0.4%	Yes
AGBL4		11	11	3151	0.3%	No
IFFO2		3	3	2865	0.1%	No
SH2D2A		24	24	3828	0.6%	No
SMIM19		3	3	2555	0.1%	No
ARTN		1	1	237	0.4%	No
RPL14		1	1	216	0.5%	No
DOK2		11	11	3081	0.4%	No
GPRASP2		43	41	3910	1.0%	No
AIP		10	9	3825	0.2%	No
UBE2M		3	3	2099	0.1%	No
SAMD12		7	7	3100	0.2%	No
SPAG9		36	35	4076	0.9%	No
BTAF1		28	27	4071	0.7%	No
SLC4A10		20	20	3898	0.5%	No
SLC6A19		15	13	3456	0.4%	No
SYT10		24	24	3145	0.8%	No
SLC13A2		25	25	3825	0.7%	No
SLC7A7		14	14	3795	0.4%	No
SLC7A6		7	6	3146	0.2%	No
OVCH1		28	28	4176	0.7%	No
PSTPIP2		6	6	2865	0.2%	No
PSTPIP1		8	8	3588	0.2%	No
NFS1		4	4	3372	0.1%	No
PRC1		13	13	3337	0.4%	No
GPRC5A		6	6	3658	0.2%	No
MAP7		18	18	4011	0.4%	No
TMTC4		33	31	3609	0.9%	No
ATAD1		4	4	2264	0.2%	No
INO80E		4	4	1859	0.2%	No
MIGA2		11	11	3623	0.3%	No
PLXDC2		7	6	3318	0.2%	No
C16ORF54		7	7	1854	0.4%	No
TBRG1		12	12	3432	0.3%	No
POMGNT2		5	5	3081	0.2%	No
ZSCAN10		8	8	2708	0.3%	No
LINGO1		25	21	3494	0.6%	No
FBH1		34	32	4111	0.8%	No
ADO		1	1	216	0.5%	No
SMCO2		5	5	3141	0.2%	No
CLDN12		8	7	3372	0.2%	No
ANGPTL1		16	16	3990	0.4%	No
PAPSS1		15	14	3688	0.4%	No
CIBAR2		6	6	3332	0.2%	No
PAPSS2		7	5	2285	0.2%	No
HELT		7	7	3372	0.2%	No
SYT7		3	3	2865	0.1%	No
PIAS2		35	32	3941	0.8%	No
MAP3K6		20	20	3588	0.6%	Yes
ARPP21		36	34	4071	0.8%	No
CMTM1		1	1	65	1.5%	No
ANKRD34B		17	15	3688	0.4%	No
SRSF10		1	1	100	1.0%	No
ZMYND11		11	10	3825	0.3%	No
ZBTB6		25	17	4127	0.4%	No
ARPP19		1	1	237	0.4%	No
POP4		5	5	181	2.8%	No
LDB2		26	26	3372	0.8%	No
CLDN8		2	2	917	0.2%	No
ASH2L		23	23	3925	0.6%	No
CLDN10		11	11	3081	0.4%	No
CLDN1		3	3	2285	0.1%	No
DIRAS3		3	3	2148	0.1%	No
CLDN6		15	14	3691	0.4%	No
CLDN2		4	4	3102	0.1%	No
IQGAP2		31	28	3928	0.7%	No
GOLGA6L4		1	1	1066	<0.1%	No
ZNF266		18	18	3688	0.5%	No
ZNF234		9	9	3372	0.3%	No
NEK6		11	11	3609	0.3%	No
ZNF274		15	15	3588	0.4%	No
WDR4		11	10	3081	0.3%	No
NCKAP1		39	35	3985	0.9%	No
SLC17A3		12	12	3558	0.3%	No
SLC15A5		20	20	2945	0.7%	No
RPEL1		3	3	2390	0.1%	No
HELQ		25	25	4071	0.6%	No
RAB43		6	6	3372	0.2%	No
JMJD8		8	8	3318	0.2%	No
LIN28B		6	6	2865	0.2%	No
PKMYT1		5	5	3184	0.2%	No
LRRC34		9	9	2871	0.3%	No
GIPC1		11	11	4011	0.3%	No
RAB22A		9	7	3051	0.2%	No
CYP20A1		12	12	3669	0.3%	No
TRAF3IP2		4	4	2336	0.2%	No
SPC25		4	4	1519	0.3%	No
KLHDC9		6	6	2026	0.3%	No
DNAI3		18	17	4198	0.4%	No
GRAP		1	1	237	0.4%	No
CHL1		21	20	3847	0.5%	No
ABHD6		12	12	3372	0.4%	No
NMRAL1		4	4	1340	0.3%	No
LRTM1		17	17	3372	0.5%	No
SEC14L6		10	10	2306	0.4%	No
CAPN9		31	28	3637	0.8%	No
MIF4GD		7	7	3432	0.2%	No
UNC119		3	3	2555	0.1%	No
TBX19		15	15	3648	0.4%	No
SART1		13	13	3184	0.4%	No
DNAJA3		9	9	3472	0.3%	No
USP6		23	22	3923	0.6%	Yes
TRIM61		1	1	103	1.0%	No
USP2		11	11	3078	0.4%	No
TBX18		23	23	3958	0.6%	No
USP14		4	4	2285	0.2%	No
SLAMF6		10	10	3709	0.3%	No
HBS1L		17	15	3418	0.4%	No
RHBDD2		6	6	3475	0.2%	No
TOB2		1	1	186	0.5%	No
PLK2		86	81	7238	1.1%	Yes
C3ORF14		5	5	3372	0.1%	No
CPNE9		8	8	2086	0.4%	No
AHCYL1		7	7	3318	0.2%	No
PIGQ		17	17	3475	0.5%	No
SCYL1		16	16	3588	0.4%	No
GFRAL		8	8	3102	0.3%	No
AS3MT		14	13	3372	0.4%	No
PLAC1		5	5	2865	0.2%	No
NES		69	57	4174	1.4%	No
NUP50		5	5	2159	0.2%	No
WDR18		2	2	1033	0.2%	No
KDM5B		66	59	4171	1.4%	No
SLC24A3		29	27	4076	0.7%	No
OR4K2		18	17	3554	0.5%	No
HERC2P2		3	3	2048	0.1%	No
OR4K13		15	15	3825	0.4%	No
OR4K17		13	13	2638	0.5%	No
PRSS53		15	15	3825	0.4%	No
OR4N5		8	7	2120	0.3%	No
TRPT1		1	1	103	1.0%	No
FERMT3		20	19	4111	0.5%	No
STAG3		24	24	4123	0.6%	No
OR11G2		10	10	2865	0.3%	No
PLK4		19	19	3877	0.5%	No
OR6C4		1	1	237	0.4%	No
SIX2		8	8	1786	0.4%	No
STAG2		132	126	7649	1.6%	Yes
OR6C2		10	10	3588	0.3%	No
GOLGA7B		5	5	2283	0.2%	No
RFPL3		9	9	3372	0.3%	No
RFPL2		11	11	3102	0.4%	No
IYD		8	8	3709	0.2%	No
LRRC10		5	5	3372	0.1%	No
YME1L1		29	29	3890	0.7%	No
TCFL5		10	10	3288	0.3%	No
OR13C4		13	13	2843	0.5%	No
OR13F1		10	10	3558	0.3%	No
OR13C8		25	19	3609	0.5%	No
OR13C3		10	10	2409	0.4%	No
OR11H7		2	2	1168	0.2%	No
POLN		18	18	3825	0.5%	No
OR11H4		5	5	2390	0.2%	No
PAQR4		9	9	3205	0.3%	No
RNASE9		8	8	3609	0.2%	No
SAMD5		1	1	186	0.5%	No
C1QTNF1		3	3	1282	0.2%	No
C1QTNF2		13	13	3825	0.3%	No
ZG16B		2	2	1799	0.1%	No
OR5AU1		11	11	2843	0.4%	No
C1QTNF3		12	12	2930	0.4%	No
PCDHGB1		32	29	4230	0.7%	No
PHTF1		15	14	3181	0.4%	No
PTTG2		4	4	3372	0.1%	No
PCDHGA11		31	30	3774	0.8%	No
JAM3		4	4	2099	0.2%	No
MASP2		10	10	3475	0.3%	No
PCDHGA10		14	14	3928	0.4%	No
MAP3K2		13	9	3081	0.3%	No
PCDHGA9		30	30	4114	0.7%	No
ANKRD33		1	1	1066	<0.1%	No
KIF1C		33	29	3934	0.7%	No
PCDHGB6		49	48	3897	1.2%	No
PCDHGB3		20	20	3825	0.5%	No
PCDHGB2		26	26	4114	0.6%	No
RBBP9		6	6	2555	0.2%	No
PCDHGA7		24	21	4114	0.5%	No
PCDHGA6		18	18	3928	0.5%	No
RAI1		45	42	4127	1.0%	No
RAI2		33	31	3774	0.8%	No
OSBPL10		25	25	3890	0.6%	No
OSBPL11		16	15	3154	0.5%	No
H2AC21		3	3	1519	0.2%	No
PCDHGA5		22	22	3774	0.6%	No
INHBE		9	9	3609	0.2%	No
FAM189B		9	9	3102	0.3%	No
NDRG3		12	12	3588	0.3%	No
NDRG2		9	9	3890	0.2%	No
SLC25A18		17	17	3497	0.5%	No
POTEB		3	3	1799	0.2%	No
POLD3		8	6	3181	0.2%	No
BIRC6		253	231	6802	3.4%	No
MAB21L3		12	12	3146	0.4%	No
USP39		18	16	3267	0.5%	No
PLEKHG5		14	14	3928	0.4%	No
TBR1		12	9	3318	0.3%	No
PCDHGA4		24	24	3898	0.6%	No
CERS1		4	4	2865	0.1%	No
PCDHGA3		29	29	4174	0.7%	No
NRG3		52	46	6308	0.7%	No
PCDHGA2		34	34	3825	0.9%	No
RIOK1		6	6	2120	0.3%	No
AP4B1		16	16	3774	0.4%	No
PCDHGA1		48	40	3475	1.2%	No
FAM86JP		1	1	1066	<0.1%	No
DDX51		10	10	3588	0.3%	No
YPEL3		1	1	216	0.5%	No
TENM2		84	79	4274	1.8%	No
PCDHB15		21	20	3418	0.6%	No
GALNT16		12	12	3648	0.3%	No
OSBPL1A		33	33	4062	0.8%	No
TNFAIP8L3		5	5	3081	0.2%	No
CRISPLD2		8	8	3081	0.3%	No
ESPN		22	22	3990	0.6%	No
OSBPL5		17	17	3795	0.4%	No
DENND6B		6	6	2026	0.3%	No
AXDND1		23	22	3804	0.6%	No
SLC12A7		18	18	3825	0.5%	No
PCDHB10		23	23	3688	0.6%	No
TLCD3B		9	9	3588	0.3%	No
TMCC3		31	31	3990	0.8%	No
OR4N2		17	17	2946	0.6%	No
NFAT5		30	30	3937	0.8%	No
PCDHB8		30	27	4114	0.7%	No
GATAD2B		13	13	3847	0.3%	No
OGA		18	17	3504	0.5%	No
PCDHB7		52	48	3723	1.3%	No
PCDHB14		32	32	4127	0.8%	No
DSCAML1		60	54	4006	1.3%	No
OSBPL6		13	13	3025	0.4%	No
CCDC9B		22	20	3795	0.5%	No
PCDHB13		23	23	4041	0.6%	No
NUDC		7	7	2865	0.2%	No
OSBPL7		10	10	3795	0.3%	No
SLC25A53		16	16	3588	0.4%	No
PCDHB12		41	38	4071	0.9%	No
REXO1		16	16	3934	0.4%	No
OSBPL8		32	32	3942	0.8%	No
PTGES3		10	10	3081	0.3%	No
PCDHB11		31	30	4111	0.7%	No
KIAA1143		4	4	3372	0.1%	No
OSBPL9		15	14	2730	0.5%	No
POLQ		59	59	4050	1.5%	Yes
UGT2B11		2	2	1219	0.2%	No
KLF14		7	7	3588	0.2%	No
SPPL2C		8	8	2865	0.3%	No
GPR139		10	10	2493	0.4%	No
POTED		7	7	3372	0.2%	No
DHRS4L2		29	29	4041	0.7%	No
BTLA		2	2	216	0.9%	Yes
CCDC80		34	34	4011	0.8%	No
GASK1A		10	10	3609	0.3%	No
SSMEM1		4	4	1986	0.2%	No
ZNF555		18	18	3791	0.5%	No
CCDC85C		2	2	216	0.9%	No
C14ORF39		23	19	3774	0.5%	No
ARHGEF33		14	14	3774	0.4%	No
DIRAS1		1	1	60	1.7%	No
LCE4A		3	3	2865	0.1%	No
INSYN1		5	5	1902	0.3%	No
NYAP1		12	12	3532	0.3%	No
ZNF569		22	22	4111	0.5%	No
RRN3P1		3	3	2865	0.1%	No
ZNF570		6	6	3825	0.2%	No
ZC3H18		16	16	3577	0.4%	No
SMYD1		16	16	3437	0.5%	No
C7ORF57		7	7	3372	0.2%	No
ADM5		8	8	3588	0.2%	No
ZNF726		6	6	1324	0.5%	No
CNST		20	20	4011	0.5%	No
NUPR2		1	1	216	0.5%	No
H2AC1		8	8	3372	0.2%	No
AGAP5		11	11	3372	0.3%	No
PRR25		1	1	1066	<0.1%	No
CASC3		11	11	3712	0.3%	No
NID2		40	36	4042	0.9%	No
COG2		31	27	4106	0.7%	No
TFEC		13	13	3748	0.3%	No
LAMB4		68	65	4255	1.5%	No
VN1R4		10	10	3051	0.3%	No
OR1N2		2	2	168	1.2%	No
OR1N1		3	3	2390	0.1%	No
OR1L8		6	6	2576	0.2%	No
RSPH10B		12	12	3437	0.3%	No
COL26A1		9	9	3588	0.3%	No
USP12		26	26	3709	0.7%	No
SLC29A4		15	14	3734	0.4%	No
ZNF681		20	20	3669	0.5%	No
KLHL10		4	4	3102	0.1%	No
ZNF714		18	18	3141	0.6%	No
SDE2		11	11	3372	0.3%	No
PLAC9		4	4	3081	0.1%	No
ZNF814		44	43	3953	1.1%	No
RBM24		12	12	3372	0.4%	No
C19ORF25		2	2	1489	0.1%	No
RPP40		12	12	3537	0.3%	No
VAMP5		6	6	2385	0.3%	No
PRSS37		6	6	3588	0.2%	No
ZNF460		25	23	4011	0.6%	No
ZNF273		8	8	3202	0.2%	No
ZNF268		29	28	3925	0.7%	No
OR5I1		28	28	3475	0.8%	No
MTHFD2		11	11	1999	0.6%	No
SLC16A11		7	7	2582	0.3%	No
FBXO39		9	9	3372	0.3%	No
TRPV3		9	9	2099	0.4%	No
SRARP		2	2	1799	0.1%	No
VN1R2		15	15	3990	0.4%	No
OAF		3	3	1985	0.2%	No
KDM1B		7	7	3033	0.2%	No
ATP8B3		33	32	4114	0.8%	No
DPPA2		14	14	2968	0.5%	No
PKHD1L1		147	130	4474	2.9%	No
PCDHGC5		16	14	3604	0.4%	No
SYNE3		25	24	3860	0.6%	No
PCDHGC4		16	16	3588	0.4%	No
PCDHGB7		34	34	3993	0.9%	No
NT5C1B		18	18	3372	0.5%	No
RNF182		19	19	3609	0.5%	No
TIGD3		13	7	2865	0.2%	No
NUDT7		11	11	3623	0.3%	No
GOLGA8J		7	7	2306	0.3%	No
GOLGA8T		2	2	1324	0.2%	No
NATD1		1	1	186	0.5%	No
PHACTR1		21	21	3688	0.6%	No
OR5AC2		6	6	2865	0.2%	No
NIBAN3		27	27	4076	0.7%	No
CCDC110		20	20	3774	0.5%	No
CEP41		16	15	3081	0.5%	No
RHBDL3		8	8	2323	0.3%	No
UBR1		39	32	3928	0.8%	No
PATL2		13	13	3774	0.3%	No
GOLGA8S		1	1	507	0.2%	No
COQ10A		7	7	3628	0.2%	No
CLEC14A		18	18	3942	0.5%	No
HCCAT5		1	1	1066	<0.1%	No
ZNF626		24	23	3532	0.7%	No
OR11H1		18	18	2968	0.6%	No
ZDHHC11B		6	6	2318	0.3%	No
ANKS4B		13	12	3588	0.3%	No
PGBD3		6	5	1198	0.4%	No
LRRC71		9	9	2870	0.3%	No
PHOSPHO1		3	3	2264	0.1%	No
CALHM1		2	2	1066	0.2%	No
U2AF1L4		2	2	319	0.6%	No
DAOA		5	5	3609	0.1%	No
OR4F17		10	10	3372	0.3%	No
EML3		18	17	3825	0.4%	No
SASS6		17	15	3653	0.4%	No
CCDC89		8	7	3388	0.2%	No
KANK4		26	26	4071	0.6%	No
MPV17L		10	10	3609	0.3%	No
GK5		12	12	3825	0.3%	No
C16ORF91		8	8	3372	0.2%	No
PGBD2		14	14	3388	0.4%	No
TEKT4		4	4	1363	0.3%	No
DMKN		13	12	3795	0.3%	No
IFNL3		10	10	3588	0.3%	No
IFNL1		9	9	3267	0.3%	No
LMNTD2		7	5	3372	0.1%	No
IFNL2		4	4	3372	0.1%	No
GGN		6	6	3081	0.2%	No
TMEM229B		1	1	1066	<0.1%	No
FAM71D		8	7	3081	0.2%	No
ZNF98		10	10	2706	0.4%	No
ZNF843		6	6	3558	0.2%	No
TEX30		5	5	3318	0.2%	No
CADM4		7	7	3432	0.2%	No
USP10		9	9	2981	0.3%	No
USP8		31	28	4071	0.7%	Yes
MTMR6		12	12	3925	0.3%	No
SLC35G6		6	6	2865	0.2%	No
RGN		5	5	2364	0.2%	No
UBASH3B		8	8	2865	0.3%	No
SYTL1		20	20	3197	0.6%	No
SERPINA11		12	12	3535	0.3%	No
IGSF21		6	6	3432	0.2%	No
TTYH1		40	40	6200	0.6%	No
ZMIZ2		15	15	3688	0.4%	No
AQP11		3	3	2865	0.1%	No
C19ORF12		6	6	3372	0.2%	No
LSM10		5	5	2501	0.2%	No
ZNF304		14	14	3834	0.4%	No
AJUBA		8	8	4011	0.2%	Yes
FBXL20		11	11	2850	0.4%	No
CBARP		7	7	3102	0.2%	No
CCDC183		24	18	3609	0.5%	No
LATS1		66	64	7558	0.8%	Yes
ATP6V0D1		2	2	276	0.7%	No
NMI		10	10	3081	0.3%	No
MTA1		5	5	1373	0.4%	No
SEC22C		3	3	2865	0.1%	No
INA		4	4	2627	0.2%	No
BLID		3	3	523	0.6%	No
FAM166A		16	16	3609	0.4%	No
LINC02908		2	1	1066	<0.1%	No
LCNL1		1	1	216	0.5%	No
TIGD5		8	8	1796	0.4%	No
MTMR4		36	30	3895	0.8%	No
SERAC1		17	14	2968	0.5%	No
NUDCD1		20	20	3825	0.5%	No
MPND		6	6	2968	0.2%	No
RELT		6	6	2312	0.3%	No
TMEM235		3	3	2865	0.1%	No
TNS4		39	38	3790	1.0%	No
PRPF38A		14	14	4011	0.3%	No
MICALCL		20	20	4076	0.5%	No
PLEKHD1		17	17	3855	0.4%	No
CGNL1		21	21	3721	0.6%	No
MTMR7		10	10	3475	0.3%	No
UBALD2		2	2	1799	0.1%	No
